Plattform,Wohnung,Name,Datum,Kommentar,Gefundenes Muster,Originalsprache
Airbnb,S1,Nadine,2024-03-13,"Super Unterkunft für einen Kurzurlaub zu einem Top-Preis (Last-Minute für gut 30€ pro Nacht). Alles da, was man braucht, viele Möglichkeiten zu wandern. Zu viert wäre mir die Unterkunft zu klein, doch zu zweit mit Hund war es absolut ausreichend. Gerne wieder",gerne wieder,de
Airbnb,S1,Bernd,2023-12-13,"Wir waren zwar nur kurz eure Gäste, aber trotzdem sehr zufrieden. Das Zimmer war sehr schön und sauber. Alles was wir bräuchten haben wir vorgefunden. Wir kommen gerne wieder.","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,S2,Christiane,2025-08-13,"Die Lage des ""Urlaubsmagie"" Appartements war wie beschrieben wirklich schön mit kleiner Terrasse und direkt am Wanderweg gelegen.  chek-in und Infos waren vorbildlich. Wenn es sich ergibt,  gerne wieder.",gerne wieder,de
Airbnb,S3,Ronja,2025-03-16,"Das Wochenende in S3 von Urlaubsmagie war sehr schön. Die Lage direkt am Wanderweg war großartig, um morgens direkt zu Fuß in den Tag zu starten.  Was auf den Bildern nicht ersichtlich ist und deshalb etwas untergegangen ist, sind der Kühlschrank, der Toaster, die Kaffeemaschine, der Wasserkocher und die kleine Grundausstattung an Gläser, Geschirr und Besteck sowie Salz, Pfeffer, Kaffee (...) und der zur Verfügung gestellten Waschschüssel. Definitiv ein Pro-Punkt! Wir kommen gerne wieder.","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,S3,Michael,2025-02-04,Mir hat es gut gefallen. Immer wieder gerne.,immer wieder (gern|kommen),de
Airbnb,S3,Joshua,2025-02-01,"Alles top, gerne wieder :)",gerne wieder,de
Airbnb,S3,Nancy,2024-06-21,"Schöne Wohnung In einer sehr ruhigen Umgebung. ☀️ Einfache, kleine, süße Unterkunft ohne Küche. Jedoch wurde eine Möglichkeit zum abwaschen bereitgestellt und ein Kühlschrank mit kleinem Gefrierfach ist ebenfalls vorhanden. Sogar ein Toaster, Wasserkocher und Kaffeemaschine  sowie zugehörige Utensilien wurden liebevoll bereitgestellt. Die Wohnung lädt definitiv zum runterkommen und Natur genießen ein. ☺️ Gerne wieder!",gerne wieder,de
Airbnb,S3,Jürgen,2024-06-14,Die Unterkunft war sehr sauber und gemütlich. Die Kommunikation war vorbildlich. Alle Fragen wurden geklärt bevor man sie stellen konnte . Also alles super und wir kommen gerne wieder .,"gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,S3,Muriel,2024-06-06,Wir hatten einen wundervollen Aufenthalt! Sehr sehr gerne wieder!😊,gerne wieder,de
Airbnb,UO0,Milana,2025-03-03,Waren für ein verlängertes Wochenende da und haben es sehr genossen. Gerne wieder! :),gerne wieder,de
Airbnb,UO1,Pia,2025-07-29,"Wir waren sehr zufrieden mit der Unterkunft. Gerne wieder! :) Da wir nur eine Nacht geblieben sind, haben wir die Möglichkeiten außerhalb der Wohnung (Sauna und Pool) nicht genutzt, weshalb ich dazu nichts sagen kann. Aber was ich sehr positiv fand, war die Ausstattung der Küche. Als wir abends gekocht haben, hat es uns an nichts gefehlt.",gerne wieder,de
Airbnb,UO1,Annika,2025-05-08,"Sehr schönes Airbnb! Die Lage war für uns perfekt und es gab alles was wir brauchten in der Wohnung. Es war toll, dass es so viele Tipps zu Wanderungen, Restaurants etc. im Airbnb gab! Ich würde auf jeden Fall wieder herkommen und kann das Airbnb sehr empfehlen:)",auf jeden Fall wieder,de
Airbnb,UO1,Hannah,2025-02-18,"Alles super, jederzeit gerne wieder. Super Kommunikation und schöne Unterkunft mit guter Anbindung",gerne wieder,de
Airbnb,UO1,Franziska,2025-01-15,"Uns hat der Aufenthalt bei euch sehr gut gefallen! Das Apartment war sauber, gemütlich und praktisch eingerichtet, die Küche ist perfekt ausgestattet! Die Lage ist ruhig und hübsch und das Städtchen sowie die Umgebung hat uns auch richtig gut gefallen! Danke auch für die gute Kommunikation - wir kommen gerne wieder ❤️","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,UO1,Yuval,2024-10-25,"Schöne, komfortable Wohnung in Sebniz. Perfekt, um die atemberaubende Natur der Sächsischen Schweiz zu erkunden. Der Self-Check-in war einfach. Die Wohnung fühlte sich wie zu Hause an und hatte alles, was wir brauchten. Ein toller Bonus war die Sauna im Garten des Nebengebäudes. Bus- und Bahnhöfe nur wenige Gehminuten entfernt. Die Stadt selbst ist süß und ruhig. Alles verlief reibungslos. Wir hoffen, dass wir wiederkommen.","come back again, back again",en
Airbnb,UO1,Larissa,2024-09-07,"Der Garten war top und bot viele Möglichkeiten. Wir waren von Sebnitz aus viel wandern. Da wir sehr gerne kochen, haben wir uns über die große Küche gefreut. Essentials waren vorhanden, waren aber auch froh noch sowas wie einen Stabmixer dabei zu haben. Wohnung ist wie auf den Bilder und damit ein super Preis-Leistung Angebot gewesen. Gerne wieder :)",gerne wieder,de
Airbnb,UO1,Danjana,2024-08-02,"Sehr gemütliche Wohnung, super gelegen wenn man in der Umgebung wandern möchte. Ein Highlight ist der gemeinsam genutzte Garten mit vielen kleinen Sitzecken, Pool, Sauna und Hot Tub direkt am Fluss. Gerne wieder!",gerne wieder,de
Airbnb,UO1,Finn,2024-06-18,"War insgesamt sehr schön, es hat alles gepasst. Tolle Lage, sehr ruhig, direkt in der Nähe zu Tschechischen. Gerne wieder.",gerne wieder,de
Airbnb,UO1,Emmelie,2024-06-09,"Die Unterkunft ist super, wenn man einfach mal vom Alltag abschalten möchte oder vom Stadtstress. Super gelegen, so dass man direkt loslegen kann, zum wandern oder Sebnitz zu erkunden.  Zu dem, ist es wahnsinnig ruhig, und der Garten lädt gerne ein, um zu entspannen. Da er direkt am Fluss liegt und man eine Sauna, Pool und Whirlpool zur Verfügung hat.  Gerne wieder für ein Kurztrip 🙋🏼‍♀️",gerne wieder,de
Airbnb,UO1,Gina,2024-06-07,Hatten tolle drei Tage gehabt. Besonders erholsam war die Sauna und der Whirlpool! Sehr zu empfehlen! Und wunderschöne Gegend. Kommen gerne wieder :),"gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,UO1,Anne-Kathrin,2024-03-25,"Wir waren für einen Kurztrip hier und waren sehr begeistert.  Tolle und gemütliche Unterkunft, Parkplatz gleich neben dem Haus und problemloser Check-In. Vor allem die holzbeheizte Sauna hat uns sehr gefallen.  Die Kommunikation verlief auch schnell und reibungslos.  Wir kommen gerne wieder:)","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,UO1,Lina,2023-09-01,Die Wohnung und der zugehörige Garten sind super süß und schön gestaltet. Leider hatte ich nicht Glück mit dem Wetter. Sonst hätte ich viel mehr Zeit in diesem tollen Garten verbracht.  Man hat alles was man braucht mit viel Liebe zum Detail :) gerne wieder!,gerne wieder,de
Airbnb,UO1,Jana,2023-07-09,Wir hatten ein schönes Wochenende in der Sächsischen Schweiz. Das einzige kleine Manko war dass sich das Schlafzimmer nicht vollständig abdunkeln lies. Ansonsten war alles super leicht und verständlich beschrieben und vor Ort gab es alles was man für einen Aufenthalt benötigt hatte. Wir kommen gerne wieder :),"gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,UO1,Philipp,2023-03-22,"Gute Lage, flexibler Check-In und hilfsbereite Gastgeberin. Jederzeit gerne wieder!",gerne wieder,de
Airbnb,UO1,Kanita,2023-02-23,"Wir waren für eine Nacht hier, die Wohnung ist sehr süß eingerichtet und man fühlt sich direkt wohl. es ist alles da was man braucht. Gerne wieder!",gerne wieder,de
Airbnb,UO1,Joshua,2023-01-29,Alles Top. Jederzeit gerne wieder.,gerne wieder,de
Airbnb,UO1,Evelin,2022-12-28,"Die Gastgeber sind sehr nett und wir haben uns willkommen gefühlt.  Die Unterkunft ist mit allem ausgestattet , was man benötigt,  um sich wohl zu fühlen. Es sind liebevoll zusammengestellte Wanderempfehlungen in einem Ordner bereit gestellt. Wir kommen gerne wieder .","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,UO1,Melissa,2022-12-13,"Die Wohnung ist gemütlich, sauber und wir habe uns sofort sehr wohl gefühlt. An Ausstattung hat uns nichts gefehlt und die Gastgeberin war sehr freundlich und hilfsbereit. Besonderes Highlight war die Fassauna, die wir nutzen durften. Gerne wieder!",gerne wieder,de
Airbnb,UO1,Klaudia,2022-09-30,"Eine toll ausgestattet Ferienwohnung! Der Check In/Check Out war total unkompliziert und die Kommunikation mit dem Team Urlaubsmagie war einwandfrei. Wir wurden mit Schoki und eingeschalteten Lichterketten empfangen und in der Wohnung gibt ein tolles Gästebuch mit Tipps zu Wanderungen, Restaurants und allem was man wissen muss! Wir hatten einen tollen Aufenthalt und kommen sehr gerne wieder:)",gerne wieder,de
Airbnb,UO1,Raphael,2022-09-04,Eine der schönsten Unterkünfte seid langem. Zauberhafter Garten und gemütliche Sauna! Super Preis/Leistung und Lage. Gerne wieder!,gerne wieder,de
Airbnb,UO1,Lilly,2022-08-27,"Das Appartment war eingerichtet wie beschrieben und beim Ankommen wartete ein Wein, Schokolade und eingeschaltete Lichterketten :) Die Kommunikation mit dem Team lief gut. Ich komme gerne wieder :)",gerne wieder,de
Airbnb,UO1,Markus,2022-06-26,"Unkomplizierter check in, schöne Wohnung, gerne wieder 👌🏻😊",gerne wieder,de
Airbnb,UO1,Annie,2022-06-22,"Wir hatten einen tollen Aufenthalt in Sebnitz!! Die Wohnung war super - sehr sauber, gemütlich eingerichtet und mit allem ausgestattet, was man so braucht. Perfekt!! Die Kommunikation mit Anna-Lena und dem Team war super unkompliziert. Wir haben uns sehr wohlgefühlt und kommen gerne wieder!! Ein wunderbarer Kurzurlaub in der Sächsischen Schweiz…(: Vielen Dank!!","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,UO1,Philipp,2022-06-06,"Super Gastgeber, schnelle Kommunikation, super Lage! Gerne wieder !",gerne wieder,de
Airbnb,UO3,Harry Surya,2025-06-14,Es war schön und ruhig. Es gibt Einkaufsmöglichkeiten und Restaurants in der Nähe. Die Bahnhöfe sind zu Fuß auch schnell zu erreichen. Gerne wieder!,gerne wieder,de
Airbnb,UO3,Pia,2025-05-02,"sehr gute Kommunikation und die Wohnung picobello sauber, gerne wieder!",gerne wieder,de
Airbnb,UO3,Nadine,2025-01-08,"Ganz süße Wohnung mit allem was man braucht. Leider keine dunstabzugshaube, was mit dem offenen Fenster in der Küche aber absolut auszugleichen ist, dann riecht es auch nicht nach Essen. Den Whirlpool und die Sauna haben wir jeden Tag verwendet, super unkompliziert und erholsam. Die Schrammberge sind ca 30 min mit dem Auto weg und eine Wanderung wert! Wir kommen gerne wieder. Vielen Dank für die freundliche und unkomplizierte Aufnahme!","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,UO3,Hannes,2024-12-21,Super Apartment für kleines Geld . Ich hatte einen schönen Aufenthalt und würde jeder Zeit wieder kommen . Danke !,wieder kommen,de
Airbnb,UO3,Marvin,2024-11-28,"Wir waren eine knappe Woche in der Unterkunft vom Urlaubsmagie Team und es war einfach zauberhaft. Die Wohnung liegt mitten in Sebnitz zwischen Bahnhof und Busbahnhof. Auch zwei Supermärkte sind fußläufig zu erreichen. Die Wohnung war sehr sauber und die Ausstattung üppig. In der Gästemappe waren viele Tipps und Empfehlungen für Wander- und Fahrradrouten und auch einige Restauranttipps waren dabei.  Unser Highlight war die Fasssauna, die wir fast täglich genutzt haben.  Das Urlaubsmagie Team hat auch immer schnell und freundlich geantwortet, wenn wir mal fragen hatten.   Alles in allem können wir vollkommen empfehlen und wir kommen gerne wieder","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,UO3,Mylaina,2024-11-17,"Toller Aufenthalt! Sehr sauber, klare Kommunikation, sehr gute Tipps zum Wandern! Perfekter Ort, ich werde auf jeden Fall bald wiederkommen!",(would|will) (definitely|gladly|surely|certainly)\s*(come|be) back,en
Airbnb,UO3,Ostara,2024-09-04,Ich war 5 Tage zu Gast. Ich habe mich wohlgefühlt. Die Wohnung war sauber und ordentlich hergerichtet. Der Garten hat mit auch sehr gut gefallen.  Im Ort gibt es ein paar Restaurants.  Ich würde auch nochmal wieder kommen. :),wieder kommen,de
Airbnb,UO3,Sophia,2024-05-26,"Wir konnten unseren Aufenthalt sehr genießen ! Das Apartment war schlicht, dafür mit allem ausgestattet, was wir benötigt haben. Die Nutzung des Whirlpools, der Sauna und des Gartens war trotz des Häuser-Wechsels und der gemeinsamen Nutzung mit anderen Gästen super toll, entspannend und hat leicht funktioniert! Der Garten bietet einen tollen Blick und Zeit für Entspannung. Die Kommunikation mit den Gastgeberinnen hat prima funktioniert, wir haben super schnell Antworten und liebvolle und nützliche Tipps erhalten. Wir kommen gerne wieder :-)","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,UT,Eva,2025-11-22,Wir hatten einen schönen Aufenthalt zu zweit. Es wäre bestimmt auch zu viert gut gewesen. Gute Ausstattung. Schöne Wohnung in guter Lage. Gerne wieder. Vielen Dank!,gerne wieder,de
Airbnb,UT,Mohammad,2025-11-02,Sehr Schönes Haus und super ausgestattet.  immer wieder gerne .,immer wieder (gern|kommen),de
Airbnb,UT,Thilo,2024-05-26,"Tolle Unterkunft mit schönem Garten, Fluss und allem was wir brauchten. Nah am Busbahnhof (5min), von wo aus man mit den Bussen zu wunderschönen Wanderrouten gelangen konnte. Einige Wanderungen wurden auch vor Ort in der Ferienwohnung empfohlen. Wir haben uns sehr wohl gefühlt und würden wieder kommen!","wieder kommen, würden wieder (kommen|buchen)",de
Airbnb,UT,Janine,2024-01-24,Immer wieder gerne,immer wieder (gern|kommen),de
Airbnb,UT,Elena,2024-01-21,Eine tolle Unterkunft in einer wunderschönen Umgebung. Wir kommen sehr gerne wieder :),gerne wieder,de
Airbnb,UT,Samal,2023-12-24,Alles super! Die Gastgeber sind sehr freundlich und hilfreich. Im Innenhof gibt’s einen Whirlpool mit angenehmen Wassertemperaturen. Die Unterkunft ist sehr sauber und gemütlich :) würde gerne wiederkommen,gerne wieder,de
Airbnb,UT,Delaram,2023-11-08,"Wir hatten eine tolle, entspannte Woche in Sebnitz und wären am liebsten länger geblieben. Wir haben uns absolut wohlgefühlt. Mit dem Auto kann man viele tolle Startpunkte für Wanderungen erreichen. Dass das Bad und die Dusche nicht mit im Zimmer waren hat uns gar nicht gestört. Alles war sehr sauber und die Infomappe in der Wohnung hält alle wichtigen Informationen bereit. Außerdem gibt es eine Menge Infoflyer. Wir würden jederzeit wieder hier übernachten!",jederzeit wieder,de
Airbnb,UT,Madeleine,2023-03-22,Wir waren wunschlos zufrieden. Die Unterkunft war sehr sauber und geräumig. Wir erhielten ausgiebig Informationen zur Unterkunft vorab und währenddessen. Jederzeit wieder gerne :),jederzeit wieder,de
Airbnb,UT,Sarfaraz,2022-12-29,Wir waren als vierköpfige Familie für drei Nächte dort.  Alles war perfekt.. würde auf jeden Fall im Sommer wiederkommen...,(would|will) (definitely|gladly|surely|certainly)\s*(come|be) back,en
Airbnb,UT,Lukas,2022-09-23,"Alles super, wir kommen gerne wieder.  Wanderrouten kurzfristig zu erreichen. Unterkunft hatte alles, was benötigt wird.","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,UT,David,2022-09-05,"Eine sehr schön eingerichtete Wohnung. In der Küche findet man alles, was man braucht. Die Wohnung liegt zentral in der Stadt. Sehr gut ist die Kommunikation und die Infos, die man während der Mietzeit bekommt. Alles super einfach erklärt! Gerne wieder.",gerne wieder,de
Airbnb,UT,Biancusch,2022-06-10,Volle 5 Sterne Bewertung in allen Kategorien. Wir hatten einen super Aufenthalt sogar mit Überraschungsschokolade ;-) Sehr zu empfehlen. Gerne wieder👌,gerne wieder,de
Airbnb,W2,Lisa,2025-03-04,Die Unterkunft war schön und sauber. Die Kontaktaufnahme verlief schnell und zuverlässig. Wir kommen gerne wieder.,"gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,W2,Ronald,2025-02-20,"Vom Check In bis zum Check Out verlief alles wunderbar, trotz keines persönlichen Kennlernens war alles perfekt strukturiert. Die Öffnung mittels elektr. Türschloss ist einfach super, da keine Schlüssel benötigt.  Die Unterkunft war für meine Bedürfnisse fantastisch, es war sauber ( was mir das wichtigste ist), die Wohnung war sehr zweckmäßig & dennoch sehr gemütlich eingerichtet. Gerade in der Küche hat es mir an nix für eine Essenzubereitung gefehlt. Das ganze Interieur war auch sehr wertig und wirke nicht in die Jahre gekommen.  Trotz der immensen Kälte in den Tagen, war es in der Wohnung stets warm, trotzdem ich kaum geheizt habe, liegt wohl auch an der Südlage wo die Sonne ab 9h gut einheizt, weswegen alles angenehm lichtdurchflutet ist.  Die Lage ist für mich als Ruhesuchenden Menschen mit großen Wanderambitionen ein Traum gewesen. Fernab des allg. Sä. Schweiz Touritrubels, ideal wenn man dem Minimalismus auf dem Dorfe frönen möchte. Ich komme gerne wieder!",gerne wieder,de
Airbnb,W2,Anna-Lena,2024-11-29,"Ich habe mich von Anfang an sehr gut aufgehoben gefühlt. Mir wurden sehr viele Informationen an die Hand gegeben, die sehr dazu beitragen dass der Urlaub außerordentlich reibungslos von statten gehen konnte. Ich bin mit dem Gesamtpaket sehr zufrieden und würde die Unterkunft jederzeit wieder buchen. :)","wieder buchen, jederzeit wieder",de
Airbnb,W2,Roman,2024-10-27,Es war sehr ruhig und angenehm. Die Hosts haben eine Beschreibung für alles was man braucht und dazu noch Empfehlungen für Unternehmungen. Es war schön und ich würde es wieder buchen.,wieder buchen,de
Airbnb,W3,Cedric,2025-10-02,Waren zum Zweiten mal dort und es war alles top. Schöne Wohnung in einer schönen Gegend. Gerne wieder!,gerne wieder,de
Airbnb,W3,Stephanie,2025-05-25,Alles super. Wir kommen gerne wieder,"gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,W3,Nicole,2024-05-30,"wir hatten einen super schönen Aufenthalt in Sebnitz Lichtenhain. Die Wohnung ist topp, wir kommen sehr gerne wieder her. Besonders fasziniert hat mich die große Auswahl an Infomaterial zur Umgebung sowie gute Karten zum Planen von Wanderungen :)",gerne wieder,de
Airbnb,W3,Deerberg,2024-02-11,Sehr nette Unterkunft mit allem was man benötigt. Schöne Umgebung zum wandern in nächster Nähe. Würde ich wieder buchen.,wieder buchen,de
Airbnb,W3,Elif,2024-01-21,"Wir waren zu 3 in der Unterkunft. Es war klein aber fein, liebevoll eingerichtet. Haben uns direkt wie zuhause gefühlt! Außerdem hat uns der Sebastian in Empfang genommen und wir haben uns super nett unterhalten :)  In der Küche gibt es alles, was man braucht - wirklich alles!  Das Bad mit Dusche war sehr sauber und Duschgel und Shampoo und Föhn war ebenfalls vorhanden!  Das Wohnzimmer war sehr warm und gemütlich, durch die große Fensterfront konnten wir die Sonne genießen.  Die Schlafzimmer haben auch alles, was es braucht. Super gute Matratzen, wir haben allesamt sehr gut geschlafen.  Die Lage war super ruhig, genau wie wir uns das als Großstadtler gewünscht haben!  Alles in einem war es nach anfänglichem hin und her meinerseits eine gute Entscheidung, die Unterkunft von Anna Lena zu mieten! Anna Lena ist sehr freundlich und verständnisvoll!  Das war nicht unser letzter Aufenthalt dort, wenn wir dürfen kommen wir sehr gerne wieder! Liebe Grüße :)",gerne wieder,de
Airbnb,W3,Florian,2023-05-25,Super lieber Host! Immer wieder gerne! :-),immer wieder (gern|kommen),de
Airbnb,W3,Alina,2023-03-03,"Wir hatten eine erholsame Auszeit in der Sächsischen Schweiz. Anna-Lena hat alles ganz genau geschrieben, so kamen keine Probleme auf und wir haben uns in der schönen Unterkunft, die mit viel Liebe eingerichtet wurde, gleich wohl gefühlt. Es gab einen tollen Ordner mit Tipps und uns hat nichts gefehlt. Vielen Dank für den tollen Aufenthalt. Wir werden wieder kommen. 😊",wieder kommen,de
Airbnb,W3,Melanie,2022-08-25,Wir haben uns sehr wohl gefühlt und waren rundum zufrieden. Alles da was man braucht und super Lokation.  Alle Wanderziele  sehr gut zu erreichen. Wir kommen gerne wieder :),"gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,W3,Charlotte,2022-08-21,Die Unterkunft ist wirklich sehr gemütlich und gut ausgestattet. Es war deutlich größer als wir uns das Airbnb vorgestellt haben. Auch die Kommunikation hat wirklich sehr gut funktioniert und es waren alle Gastgeber sehr freundlich. Wir waren wirklich zufrieden und kommen bestimmt wieder!,kommen (gerne|sicher|bestimmt) wieder,de
Airbnb,W3,Nadine,2022-05-02,"Wir buchten nach einem Wanderausflug mit unseren Hunden spontan diese tolle Wohnung und fühlten uns rundum wohl! Es hat an nichts gefehlt, der Check-In war unkompliziert, die Wohnung tadellos sauber und die Umgebung perfekt. Wir kommen gerne wieder!","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,W3,Rebecca,2022-04-28,Schöne Wohnung mit top Lage direkt am Wanderweg in den National Park.  Der Check in lief reibungslos und die Kommunikation war immer sehr freundlich.  Wir kommen sehr gerne wieder.,gerne wieder,de
Airbnb,W4,Rico,2025-10-04,"Wir blieben nur eine Nacht, aber alles war großartig und wie angekündigt. Das Appartement war sauber und die Besitzer sehr freundlich. Wir würden auf jeden Fall wiederkommen.","(would|will) (definitely|gladly|surely|certainly)\s*(come|be) back, come back again, back again",en
Airbnb,W4,Jule,2025-04-06,"Wir waren zu Dritt plus Hund und hatten dementsprechend sehr viel Platz. Die Unterkunft ist mitten auf dem Land gelegen, daher sehr ruhig und auch der perfekte Ausgangspunkt für Wanderungen. In unmittelbarer Umgebung gibt es einen größeren Ort zum Einkaufen etc., also eine tolle Lage. Die Wohnung war sehr sauber und es war alles vorhanden, was man sich wünschen kann - inkl. kleine Süßigkeiten auf den Betten. :)  Wir haben uns wohl gefühlt und kommen gerne wieder! Kleine Minuspunkte: - Der TV war recht klein und weit weg vom Sofa. - Es gibt nur ein Bad, was bei mehr Personen ggf. zu wenig ist. - Die Wände sind Recht dünn und man hört die Nachbarn. - Das Internet war nicht das beste und ist unverschlüsselt / ohne Passwortsicherung.","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",de
Airbnb,W4,Jenny,2024-11-06,"Eine schöne, ruhige Unterkunft, die alles mitbringt, was man braucht und noch ein wenig mehr.  Die Lage ist perfekt für Wanderausflüge, mit dem Auto ist man in 15 Minuten in Tschechien, wo man wunderbar essen kann.  Wir werden auf jeden Fall wieder kommen!","wieder kommen, auf jeden Fall wieder",de
Airbnb,W4,Alex,2023-12-01,"Tolle Leute. Hat immer geantwortet, wenn ich angerufen habe. Die Lage ist erstaunlich. Das Haus ist sehr gemütlich und groß. Ich werde auf jeden Fall wiederkommen, wenn ich in der Gegend bin. Der Preis war großartig. Danke",(would|will) (definitely|gladly|surely|certainly)\s*(come|be) back,en
Airbnb,W4,Evgeniia,2023-11-20,"Es war ein wunderschönes Wochenende in den Bergen! Die Wohnung war wunderbar 🤩es war sehr sauber, ruhig, gemütlich und wunderschön.  Es gab klare Check-in-Anweisungen. Die Besitzer waren immer erreichbar und ansprechbar.  Wir haben den Grillplatz genutzt, in der Wohnung war alles Notwendige zum Kochen vorhanden, die Küche war komplett ausgestattet.  Ich empfehle diese Unterkunft und würde gerne wiederkommen. ☺️",happy to (return|come back),en
Airbnb,W5,Amit,2025-02-16,Ich fand die Wohnung gemütlich und komfortabel und vor allem war die Lage ausgezeichnet. Mehrere schöne Wanderungen im Nationalpark Sächsische Schweiz sind zu Fuß erreichbar. Das Dorf Lichtenhain ist sehr hübsch. Die Gastgeber waren sehr hilfsbereit und ich komme auf jeden Fall gerne wieder.,visit again,en
Airbnb,Zi1,Mathias,2025-09-21,"Schönes Zimmer mit Küche und Bad, alles da, um sich etwas zu essen zu machen. Mehr braucht kein Mensch. In der Dusche kleine Schwarzschimmelflecken, ansonsten sehr sauber und alles drumherum schön klar und unkompliziert. 10€ pro Nacht fürs Hündchen extra fand ich etwas viel, ansonsten PreisLeistung - Prima gerne wieder",gerne wieder,de
Airbnb,Zi1,Julian,2025-01-19,"Wir hatten die Sauna und den Suma meist für uns, obwohl wir auch im Winter dort waren.  Sonst war es richtig nett, sauber und alles da, was wir brauchten.  Das Haus zwar etwas hellhörig, aber das Bad so gut wie neu und Bett sehr bequem.  Wir würden wieder kommen.","wieder kommen, würden wieder (kommen|buchen)",de
Airbnb,Zi2,Angelika,2025-11-21,"Einfaches kleines Zimmer. Wenn wir nochmals ein Zimmer in der Umgebung brauchen, gerne wieder.",gerne wieder,de
Airbnb,Zi2,Helga,2025-08-04,Wir kamen zu Zweit für ein paar Tage zum Wandern -dafür war es perfekt und völlig ausreichend. Das Ankommen war durch sehr gute Infos und Erklärungen sehr einfach und mit Hilfe der Infomappe in der Unterkunft wurden alle Fragen beantwortet. Das Apartment bot alles was wir brauchten- und was fehlte  wurde dank super guter und schneller Kommunikation zeitnah gebracht. Das Haus/das Apartment strahlte ziemlich alten Charme aus- aber es war alles sauber und gemütlich-  wir hatten auch keine Probleme wegen Hellhörigkeit.  Die Nähe zu Einkaufsmöglichkeiten und vor allem zum Busbahnhof hat uns sehr gut gefallen. Wir haben das Auto stehen lassen und sind nur mit den - dank Gästekarte- kostenlosen Öffis unterwegs gewesen.   Die Sauna haben wir nicht genutzt und Restaurants haben wir nicht besucht Wir werden gerne wiederkommen,gerne wieder,de
Airbnb,Zi2,Tanja,2025-07-23,Wir haben uns sehr wohlgefühlt und würden jederzeit wiederkommen.,jederzeit wieder,de
Airbnb,Zi2,Rouven,2025-06-09,Sehr schöne Wohnung in einer tollen Lage. Die Sauna am letzten Abend war ein absolutes Highlight! Das Haus ist etwas hellhörig + nächtliche Aktivitäten der Mitbewohner = Ohrstöpsel😉 Gerne wieder!,gerne wieder,de
Airbnb,Zi2,Meagan,2024-12-15,"Das ist ehrlich gesagt das beste Airbnb, in dem ich je übernachtet habe. Tolle Gastgeber, tolle Lage und es ist so schön. Ich würde jedes Jahr wiederkommen, wenn ich könnte.",(would|will) (definitely|gladly|surely|certainly)\s*(come|be) back,en
Airbnb,Zi2,Lars,2024-09-13,"Alles super, gerne wieder!",gerne wieder,de
Airbnb,Zi2,Guru Sai Haveesh,2024-08-17,"Wir hatten einen tollen Aufenthalt in Sebnitz. Die Unterkunft lag ganz in der Nähe des Busbahnhofs Sebnitz, von wo aus Busse zu vielen verschiedenen Orten im Sächsisch-Schweizischen Nationalpark fahren, was die Lage sehr günstig machte. Das Zimmer war genau wie beschrieben, mit einer praktischen Küche und einem privaten Badezimmer. Auch die Gastgeber waren aufmerksam und sehr hilfsbereit. Sehr hübsch ist auch der Hinterhof, der an einem Bach liegt. Würde auf jeden Fall wiederkommen!",(would|will) (definitely|gladly|surely|certainly)\s*(come|be) back,en
Airbnb,Zi2,Christian,2024-07-07,Super Unterkunft und netter Kontakt! Gerne wieder!:),gerne wieder,de
Airbnb,Zi2,Lisa,2024-06-30,"Unser Aufenthalt war super und die Wohnung wirklich gut erreichbar :) Check-In war absolut unproblematisch.  Die Empfehlungen, besonders das Restaurant Due Fratelli, waren wirklich klasse. Reise hat Spaß gemacht und ich denke zur nächsten Sebnitzer Hirsch-Cross Challenge werden wir sehr gerne wieder hier übernachten.",gerne wieder,de
Airbnb,Zi2,Alexander,2024-06-14,"Super Ausstattung, sehr gemütlich eingerichtet und tolle Kommunikation. Gerne wieder",gerne wieder,de
